10.81.159.225,[12/Nov/2020:22:23:48 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_event.html
10.81.159.225,[12/Nov/2020:22:23:51 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_event.html
10.81.159.225,[12/Nov/2020:22:23:53 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_result_event.php
10.222.131.170,[13/Nov/2020:00:03:23 +0100] ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36,No URL in log file
10.222.131.170,[13/Nov/2020:00:07:13 +0100] ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36,No URL in log file
10.222.131.170,[13/Nov/2020:00:09:24 +0100] ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36,No URL in log file
10.222.131.170,[13/Nov/2020:00:10:01 +0100] ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36,No URL in log file
10.81.159.225,[13/Nov/2020:10:44:13 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,No URL in log file
10.81.159.225,[13/Nov/2020:10:44:15 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,No URL in log file
10.81.159.225,[13/Nov/2020:10:44:16 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,No URL in log file
